,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_Suburban,Area_Urban,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Churn_Yes,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
131,5529,8,66,12995.68,11.36323648,12,1,1,2.730250735,159.951231,577.1157824000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1
132,25328,1,70,77531.43,2.310584634,14,1,0,8.574901206,184.949594,1442.9748769999999,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
133,3736,3,41,87354.99,5.290318715,10,0,0,9.743201772,252.63780699999998,1577.208717,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1
134,610,2,59,76567.85,5.258274954,8,1,0,9.482919033,112.455141,886.9398743999999,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
135,34,1,46,30663.52,7.157580014,12,0,0,8.447988841,179.97935800000002,1065.0644300000001,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0
136,3199,3,70,122957.19,2.120350511,17,0,0,6.365998533,202.443347,951.886985,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0
137,1135,1,89,31600.92,4.978546291000001,12,2,0,7.251397592000001,197.472533,1404.435534,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0
138,1750,4,75,74638.78,6.547676875,10,3,1,14.64011644,255.155493,1925.9117219999998,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1
139,1076,0,26,32652.3,7.410590719,9,0,1,11.71637124,174.976769,1805.0112980000001,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0
140,1692,4,25,63650.54,11.39765385,8,1,1,4.13273503,169.992756,700.7343179,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
141,43123,1,84,28622.6,11.29945603,14,1,0,2.887429547,192.44043200000002,513.237305,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
142,2396,3,69,50252.79,11.30748265,15,0,2,3.303030246,182.460772,717.3876564,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
143,12914,3,31,19800.81,10.31551212,11,2,1,5.15825129,139.965008,1313.492851,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
144,15171,10,76,35954.77,13.71555406,14,1,0,3.2375602339999996,137.461553,819.4195268999999,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
145,5157,8,75,36342.31,15.40917963,15,2,0,2.7331092339999996,217.472533,882.1160656,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0
146,828,1,74,48715.53,11.9664542,17,1,0,3.180102025,210.138,724.7803356000001,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1
147,98,1,49,23204.98,10.18046877,10,2,0,15.85983755,104.964303,1829.270014,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
148,15671,1,47,35302.52,14.01485542,16,1,1,11.73724209,262.610632,1668.1991189999999,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
149,2229,4,20,54895.16,14.62784306,17,2,0,7.006240694,152.488401,1124.353152,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0
150,4982,2,26,60398.06,10.90517581,10,2,0,5.562130367000001,174.974431,1316.239744,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0
151,18575,2,72,8115.88,8.894475174,8,0,1,14.53027663,220.11851600000003,1637.201426,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0
152,15715,1,41,33858.66,10.50187888,13,0,0,5.905906389,162.452604,951.8524405999999,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1
153,6252,3,26,29950.47,12.34250072,12,2,1,3.260462654,184.96103300000001,1248.097652,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1
154,3834,4,55,49421.69,10.29380879,12,3,0,18.91276578,217.48397200000002,2220.255405,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0
155,19556,1,46,11061.05,8.512650562000001,11,2,1,14.25617986,220.11851600000003,1669.202417,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1
156,47732,0,87,15388.32,7.82671592,13,1,2,7.983887266,187.642236,990.0555075999999,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0
157,86926,1,39,20624.31,6.985590245,9,2,1,5.969967132000001,174.96176599999998,967.9819136,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0
158,69,0,81,47877.81,11.40449185,12,0,0,19.95277818,252.63780699999998,2190.259876,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0
159,15033,0,83,46154.17,10.44249511,13,1,0,14.85781115,130.024412,1445.7527810000001,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0
160,2673,0,50,107111.8,15.38627887,12,2,0,2.600063739,162.48269399999998,528.6553088000001,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
161,1879,3,87,10403.59,10.68024546,13,2,1,11.92299244,182.46760700000002,1296.481055,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
162,358,3,76,22412.6,10.62439366,13,0,0,5.972864167000001,139.93491799999998,1195.3930369999998,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
163,32653,6,25,19476.27,10.91642397,13,1,0,10.87555535,200.165175,1700.121992,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1
164,10398,3,34,96382.76,8.580626195,14,0,0,16.00330155,202.682861,2120.673828,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1
165,2081,1,46,28022.56,8.996933306,11,0,1,12.63074989,159.951231,1238.421347,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
166,3410,1,73,35478.4,7.602570192000001,7,2,0,8.494439199999999,149.948316,847.110799,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1
167,377,8,57,10155.51,9.217689334,12,1,1,8.044444101,149.959755,1112.9371019999999,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0
168,1917,3,58,87537.25,9.591529443999999,14,0,1,12.07358377,137.469817,1623.045026,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0
169,2482,4,70,34112.1,13.36027908,12,0,0,10.21634248,187.656013,1479.7301810000001,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0
170,902,0,53,32653.51,4.372034777,7,1,0,15.50354683,164.98529299999998,2144.7350239999996,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1
171,43714,0,31,35321.46,10.59285179,11,0,3,13.88004531,159.965008,1522.2895119999998,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
172,3066,0,38,49277.48,12.81260566,10,1,0,19.48900163,172.462354,1974.7800539999998,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0
173,13365,0,26,37297.82,3.7672989869999998,11,0,0,10.01771765,204.949594,1261.177198,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0
174,207,2,44,14928.96,17.56798903,14,2,0,7.34059599,147.47384399999999,939.7181324,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
175,689,3,66,24702.68,11.2369761,11,3,2,12.64742067,162.471255,1357.062854,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0
176,99,1,58,87535.71,8.54892416,15,0,1,8.850426838999999,119.95683999999999,1456.887443,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
177,509,6,51,63166.87,6.0941099020000005,11,2,0,3.701557118,207.609354,937.5863866000001,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
178,933,4,34,11856.81,13.9077275,14,1,0,2.976033785,194.999168,830.1193011,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1
179,4991,0,87,27326.79,7.905333122,14,1,0,5.522376826,174.975543,737.8564607999999,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0
180,1579,1,67,12779.23,12.53830949,9,2,1,15.64596698,240.11486800000003,1781.8548620000001,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
181,19669,4,59,25519.91,12.821941800000001,12,1,1,23.00764441,240.11486800000003,2464.5774890000002,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0
182,530,7,23,46871.21,8.941553742,10,0,0,17.24924155,139.98300600000002,2392.203409,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1
183,1469,0,42,77383.72,10.51043963,12,0,0,13.01107597,240.11486800000003,1664.19271,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
184,324,1,24,47395.3,11.86384439,11,3,0,5.1040822089999995,209.993134,1433.616898,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0
185,10482,2,81,90977.74,10.76051016,10,3,0,3.5214999239999996,147.45641899999998,823.4933242999999,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
186,3151,8,78,135727.71,11.05420024,14,0,0,8.08137067,107.49576599999999,1468.3574210000002,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
187,1919,1,51,47726.25,8.174495258,8,5,0,1.875430489,152.50217800000001,590.7765801,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0
188,241,1,70,51721.64,10.05388383,12,2,0,5.587484456,79.978861,418.62068849999997,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
189,673,0,87,41531.03,7.045552801,13,2,0,7.007695148,142.48269399999998,1181.9918460000001,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
190,2649,0,46,33504.8,8.957297136000001,14,1,0,1.408375942,117.439154,733.4036934,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
191,1655,8,56,34197.3,15.74015572,14,2,1,11.64983735,220.132293,1719.173387,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0
192,1598,4,44,11518.58,13.41209586,11,3,0,2.964559883,152.45551899999998,1205.956363,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0
193,6658,0,33,31065.17,14.89835355,9,2,1,10.25635754,174.96176599999998,1261.0327630000002,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0
194,823,0,19,32097.17,13.62135046,14,1,1,3.892407013,202.443347,741.7766988,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
195,13287,1,31,23424.88,14.95912113,12,2,1,3.2269967110000004,210.12704,932.6084358999999,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
196,2394,1,34,35988.24,11.741245,9,0,0,15.87685513,139.97923899999998,1708.614019,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
197,9295,4,43,35539.7,7.765121655,11,0,1,5.874064017,139.965008,1363.5860300000002,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
198,315,1,82,27959.34,7.130431692999999,5,1,0,3.7563592760000004,137.439154,472.10570189999993,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
199,2998,6,36,52232.97,8.359515606,13,1,0,2.905283283,102.474625,558.2340556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
200,178,1,48,18198.59,9.42799205,17,3,0,1.474810061,252.63780699999998,815.194738,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0
201,1423,0,52,16851.94,10.95510131,11,0,1,18.56165869,194.999168,2007.3036170000003,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0
202,1935,1,35,16440.05,10.8621377,16,1,0,12.39088509,242.61063199999998,2088.48083,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
203,90517,3,83,44223.58,7.352533505,15,2,0,14.17192333,127.458638,1430.761492,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
204,239,0,20,33343.73,11.38860234,14,1,0,3.86023041,129.976324,822.3008694,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0
205,1003,0,25,30664.56,9.580144161,13,4,0,17.72593456,240.11486800000003,2059.2009980000003,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
206,2817,0,88,31934.04,10.79191234,18,1,0,3.0430631669999997,174.975543,617.542543,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0
207,884,1,54,26676.4,9.982341124,8,0,0,5.827112819,169.944668,758.4775985,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
208,11245,1,46,67211.95,6.511921085,12,0,1,4.648958177,162.511928,894.6733856000001,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0
209,19215,2,75,31136.77,10.70500472,14,1,0,11.96274778,119.95683999999999,1639.898269,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
210,2733,5,66,40660.84,11.58410296,11,0,1,4.525864256,137.439154,710.7541633,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
211,1204,0,51,10606.59,8.01651453,12,1,1,8.038308899,207.46728000000002,1092.226042,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0
212,62430,3,81,92447.71,15.12148226,12,0,0,1.416592892,149.974105,757.0097075,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
213,1028,0,75,13612.16,12.63643487,18,0,0,19.83504645,225.178625,2301.8507210000002,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0
214,28666,3,54,13765.39,16.68178185,8,2,0,15.85002222,232.63780699999998,2401.406545,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0
215,44451,2,73,53019.98,11.08409914,10,2,1,15.94935291,117.47203600000002,1535.788894,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
216,266,0,53,42523.02,12.99948061,12,1,1,11.94550648,137.469817,1536.589816,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
217,33649,8,33,52143.7,11.17949466,14,1,1,16.03360405,220.132293,2153.778421,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
218,1994,5,41,19097.94,7.369412654,13,0,1,21.29342532,124.960655,2409.195918,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
219,1869,1,59,11301.4,9.84688181,11,0,0,4.95598008,199.990219,1342.862457,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
220,27590,3,23,17814.0,18.19542503,14,0,0,2.73951266,159.947583,1046.054674,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
221,21792,1,32,22533.05,13.53989069,13,1,1,4.973046104,245.145743,1204.479468,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0
222,8770,3,51,19974.4,5.458806701,10,2,0,10.28430068,255.155493,1616.908193,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0
223,3378,1,46,45146.99,12.077285400000001,11,1,1,2.581692044,134.950905,345.0099528,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
224,1748,3,37,10330.1,6.918984305,9,1,0,6.945736396,159.947583,1427.088655,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
225,1598,0,53,15281.28,14.84155042,8,3,0,9.999416271,139.987503,1452.334634,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0
226,4335,1,62,11217.96,12.66717474,15,2,0,6.035737465,179.947583,795.4957357999999,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
227,2299,1,57,17516.0,11.43786808,13,0,1,9.004964377,127.473844,1333.894229,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
228,12275,2,80,20566.64,6.915228797,10,1,0,5.071456681,232.63780699999998,1402.20491,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0
229,1065,1,43,36128.68,11.30215199,12,1,1,12.02106494,195.006206,1447.196935,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0
230,24438,1,35,52129.84,9.513085538,10,1,0,5.049303717,267.642733,1662.510936,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0
231,47974,1,63,25985.06,9.497106973,11,1,0,18.17247008,149.959755,1707.641161,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
232,788,1,63,10909.79,12.21852573,15,2,0,15.31997698,220.11486800000003,2181.752793,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
233,16882,1,27,41151.14,8.272244827,11,3,0,16.0708543,157.48359399999998,1575.683555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
234,165,4,19,64063.23,10.24857935,14,3,0,7.873371451000001,127.474951,1029.489242,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
235,109,1,40,20414.07,6.743431946,12,1,1,23.62866494,139.98157700000002,2370.184448,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
236,11116,0,42,41412.1,12.470352199999999,8,1,0,25.863456600000003,255.133571,3309.919373,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0
237,1083,0,40,99195.08,7.913676085,16,1,0,9.405224809,194.966286,1623.273925,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1
238,15604,0,72,18408.94,9.362849722,12,2,0,12.84490034,179.96558100000001,1146.1999210000001,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1
239,37,3,61,15930.45,17.41324465,10,0,1,16.59325254,174.976769,2229.268031,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0
240,57344,0,71,25611.29,13.43700846,11,0,0,20.35456039,187.609354,2512.36494,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
241,39035,4,68,9428.86,11.95206054,7,0,1,12.00925702,169.937833,1297.388488,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0
242,27698,1,88,3810.16,4.550449856,17,2,1,2.861423443,115.00206100000001,283.39178,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
243,13,1,64,118022.06,6.09060584,11,2,0,14.20349453,152.462354,1947.7853,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0
244,3639,1,63,51992.79,10.2863601,10,1,1,4.98152586,207.609354,849.1972541000001,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0
245,2950,0,53,79993.43,11.17709222,12,0,2,23.12150846,147.50307800000002,2131.3598269999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0
246,15041,0,41,37706.85,14.12145884,14,0,0,6.307178205,200.118516,1464.035068,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0
247,5188,2,63,22466.53,7.799780591,13,1,0,12.73622643,137.497825,1381.538548,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0
248,1317,4,56,16608.27,7.122072827,14,0,0,12.00466914,134.98013899999998,1248.626874,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
249,4755,2,27,25146.14,9.329902365,6,0,0,2.243757398,147.442069,558.3751762,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
250,3658,2,47,58882.35,7.509389052,18,0,0,1.5833947019999999,197.49445500000002,676.2178659,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1
251,30733,4,42,31809.46,15.06990851,14,2,0,14.23487852,162.529926,1641.9386960000002,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0
252,2431,0,72,27235.54,9.321265424,14,0,0,15.28108311,210.151777,1811.964373,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0
253,529,3,58,70476.82,3.564651961,9,2,0,4.135827839,159.96558100000001,1066.6325550000001,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
254,346,0,33,49396.09,7.779622319,12,3,0,9.740709475,190.173699,1514.131966,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0
255,110,6,87,35060.94,10.74985413,8,0,1,1.213704886,202.649979,1189.549671,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
256,34993,0,34,66055.53,7.738373361,11,2,0,11.86252419,134.950905,1114.020282,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
257,36260,7,76,91335.76,12.01267388,11,1,0,2.416685985,142.500692,1078.291303,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0
258,671,3,38,54349.75,14.04748759,21,0,1,6.73327535,114.99756399999998,854.2977548,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
259,41839,0,47,75042.1,3.11231175,12,1,1,6.549035393,232.62402999999998,1489.077486,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0
260,16546,7,84,91001.1,8.284591121,8,1,0,10.57197066,242.62805699999998,1649.312808,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0
261,4,4,19,44426.28,6.269792565,20,0,0,3.3797565689999995,202.443347,905.1959227,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0
262,32603,0,87,63284.16,9.803905459,16,1,1,8.959047529,124.99353700000002,684.6318529,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0
263,607,3,75,14039.21,8.571019738,5,1,0,10.23679934,174.976769,1662.533055,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0
264,1067,0,37,12453.24,10.00344746,14,0,1,14.96503088,225.145743,2436.57146,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1
265,7655,1,52,15934.12,4.255224068,12,0,1,23.79323993,275.133571,2677.7404100000003,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1
