,MonthlyCharge
9805,207.6094
2417,275.1198
5373,192.4567
2180,124.9781
8643,255.1665
8752,129.9483
2671,252.62400000000002
5836,245.14700000000002
4143,172.4441
9577,169.9378
4200,200.1465
7580,179.9476
5567,187.6094
8694,144.9889
8604,159.965
3562,92.45514
8688,194.9699
5298,124.9643
4233,242.6281
5540,162.4827
7961,159.9875
515,175.133074
9643,182.49
1528,192.44043200000002
2541,149.9378
6022,117.5152
1115,240.11486800000003
8964,182.4538
190,117.439154
1003,242.65729100000001
1188,172.45785700000002
8980,127.525
3129,235.1591
7137,134.9509
7332,230.1051
2287,164.967
1333,147.442069
6132,92.5018
9242,175.1331
3521,240.1149
1561,257.651257
3387,172.4871
1413,144.98894099999998
2701,147.4421
5029,194.9525
7496,164.9889
3740,257.6513
9297,132.4798
8436,235.1417
5929,92.45514
7341,172.4555
9433,117.47200000000001
2645,194.9768
8382,137.4686
3901,127.4738
6422,210.127
8557,139.9792
5258,114.9509
2551,155.0084
1904,127.44206899999999
467,187.609354
6310,204.96099999999998
9046,139.9512
499,210.105118
1267,184.97151599999998
2310,242.6573
3707,242.6573
7162,179.9794
327,107.49576599999999
4632,130.0064
3285,204.96099999999998
8536,152.4441
3962,104.9781
5811,194.9768
8581,147.4601
3555,220.1149
8679,230.1051
2421,194.9581
5654,127.4887
5434,149.9707
844,149.977753
7464,162.4538
8203,177.4945
5400,149.9483
2706,159.9656
4097,137.4392
75,270.160419
1013,210.105118
7307,275.1198
1427,129.959755
6293,277.6375
4939,182.4608
2277,92.45514
1462,152.50217800000001
6782,94.97283
9114,192.4885
4026,184.9496
8940,182.4433
153,184.96103300000001
5876,229.9931
866,242.61427999999998
7696,270.1604
74,214.966286
338,104.97808
